,Location,Value,Parameter,Units,Datetime
272,"Số 46, phố Lưu Quang Vũ",1160.0,co,µg/m³,2024-11-15T00:00:00+07:00
273,"Số 46, phố Lưu Quang Vũ",764.0,co,µg/m³,2024-11-16T00:00:00+07:00
274,"Số 46, phố Lưu Quang Vũ",802.0,co,µg/m³,2024-11-17T00:00:00+07:00
275,"Số 46, phố Lưu Quang Vũ",1020.0,co,µg/m³,2024-11-18T00:00:00+07:00
276,"Số 46, phố Lưu Quang Vũ",1010.0,co,µg/m³,2024-11-19T00:00:00+07:00
277,"Số 46, phố Lưu Quang Vũ",1010.0,co,µg/m³,2024-11-20T00:00:00+07:00
278,"Số 46, phố Lưu Quang Vũ",934.0,co,µg/m³,2024-11-21T00:00:00+07:00
279,"Số 46, phố Lưu Quang Vũ",957.0,co,µg/m³,2024-11-22T00:00:00+07:00
280,"Số 46, phố Lưu Quang Vũ",903.0,co,µg/m³,2024-11-23T00:00:00+07:00
281,"Số 46, phố Lưu Quang Vũ",1190.0,co,µg/m³,2024-11-24T00:00:00+07:00
282,"Số 46, phố Lưu Quang Vũ",1590.0,co,µg/m³,2024-11-25T00:00:00+07:00
283,"Số 46, phố Lưu Quang Vũ",1060.0,co,µg/m³,2024-11-26T00:00:00+07:00
284,"Số 46, phố Lưu Quang Vũ",1190.0,co,µg/m³,2024-11-27T00:00:00+07:00
285,"Số 46, phố Lưu Quang Vũ",700.0,co,µg/m³,2024-11-28T00:00:00+07:00
286,"Số 46, phố Lưu Quang Vũ",1200.0,co,µg/m³,2024-11-29T00:00:00+07:00
287,"Số 46, phố Lưu Quang Vũ",1500.0,co,µg/m³,2024-11-30T00:00:00+07:00
288,"Số 46, phố Lưu Quang Vũ",944.0,co,µg/m³,2024-12-01T00:00:00+07:00
289,"Số 46, phố Lưu Quang Vũ",1280.0,co,µg/m³,2024-12-02T00:00:00+07:00
290,"Số 46, phố Lưu Quang Vũ",992.0,co,µg/m³,2024-12-03T00:00:00+07:00
291,"Số 46, phố Lưu Quang Vũ",983.0,co,µg/m³,2024-12-04T00:00:00+07:00
292,"Số 46, phố Lưu Quang Vũ",901.0,co,µg/m³,2024-12-05T00:00:00+07:00
293,"Số 46, phố Lưu Quang Vũ",1380.0,co,µg/m³,2024-12-06T00:00:00+07:00
294,"Số 46, phố Lưu Quang Vũ",1110.0,co,µg/m³,2024-12-07T00:00:00+07:00
295,"Số 46, phố Lưu Quang Vũ",797.0,co,µg/m³,2024-12-08T00:00:00+07:00
296,"Số 46, phố Lưu Quang Vũ",1390.0,co,µg/m³,2024-12-09T00:00:00+07:00
297,"Số 46, phố Lưu Quang Vũ",1950.0,co,µg/m³,2024-12-10T00:00:00+07:00
298,"Số 46, phố Lưu Quang Vũ",1370.0,co,µg/m³,2024-12-11T00:00:00+07:00
299,"Số 46, phố Lưu Quang Vũ",1140.0,co,µg/m³,2024-12-12T00:00:00+07:00
300,"Số 46, phố Lưu Quang Vũ",970.0,co,µg/m³,2024-12-13T00:00:00+07:00
301,"Số 46, phố Lưu Quang Vũ",677.0,co,µg/m³,2024-12-14T00:00:00+07:00
302,"Số 46, phố Lưu Quang Vũ",800.0,co,µg/m³,2024-12-15T00:00:00+07:00
303,"Số 46, phố Lưu Quang Vũ",1540.0,co,µg/m³,2024-12-16T00:00:00+07:00
304,"Số 46, phố Lưu Quang Vũ",1910.0,co,µg/m³,2024-12-17T00:00:00+07:00
305,"Số 46, phố Lưu Quang Vũ",1660.0,co,µg/m³,2024-12-18T00:00:00+07:00
306,"Số 46, phố Lưu Quang Vũ",1750.0,co,µg/m³,2024-12-19T00:00:00+07:00
307,"Số 46, phố Lưu Quang Vũ",1300.0,co,µg/m³,2024-12-20T00:00:00+07:00
308,"Số 46, phố Lưu Quang Vũ",1350.0,co,µg/m³,2024-12-21T00:00:00+07:00
309,"Số 46, phố Lưu Quang Vũ",1650.0,co,µg/m³,2024-12-22T00:00:00+07:00
310,"Số 46, phố Lưu Quang Vũ",2760.0,co,µg/m³,2024-12-23T00:00:00+07:00
311,"Số 46, phố Lưu Quang Vũ",2000.0,co,µg/m³,2024-12-24T00:00:00+07:00
312,"Số 46, phố Lưu Quang Vũ",1920.0,co,µg/m³,2024-12-25T00:00:00+07:00
313,"Số 46, phố Lưu Quang Vũ",2100.0,co,µg/m³,2024-12-31T00:00:00+07:00
314,"Số 46, phố Lưu Quang Vũ",2110.0,co,µg/m³,2025-01-01T00:00:00+07:00
315,"Số 46, phố Lưu Quang Vũ",2410.0,co,µg/m³,2025-01-02T00:00:00+07:00
316,"Số 46, phố Lưu Quang Vũ",2550.0,co,µg/m³,2025-01-03T00:00:00+07:00
317,"Số 46, phố Lưu Quang Vũ",1300.0,co,µg/m³,2025-01-04T00:00:00+07:00
318,"Số 46, phố Lưu Quang Vũ",2160.0,co,µg/m³,2025-01-05T00:00:00+07:00
319,"Số 46, phố Lưu Quang Vũ",1700.0,co,µg/m³,2025-01-06T00:00:00+07:00
320,"Số 46, phố Lưu Quang Vũ",1690.0,co,µg/m³,2025-01-07T00:00:00+07:00
321,"Số 46, phố Lưu Quang Vũ",1300.0,co,µg/m³,2025-01-08T00:00:00+07:00
322,"Số 46, phố Lưu Quang Vũ",1380.0,co,µg/m³,2025-01-09T00:00:00+07:00
323,"Số 46, phố Lưu Quang Vũ",1040.0,co,µg/m³,2025-01-10T00:00:00+07:00
324,"Số 46, phố Lưu Quang Vũ",872.0,co,µg/m³,2025-01-11T00:00:00+07:00
325,"Số 46, phố Lưu Quang Vũ",1650.0,co,µg/m³,2025-01-12T00:00:00+07:00
326,"Số 46, phố Lưu Quang Vũ",1830.0,co,µg/m³,2025-01-13T00:00:00+07:00
327,"Số 46, phố Lưu Quang Vũ",2040.0,co,µg/m³,2025-01-14T00:00:00+07:00
328,"Số 46, phố Lưu Quang Vũ",1990.0,co,µg/m³,2025-01-15T00:00:00+07:00
329,"Số 46, phố Lưu Quang Vũ",1940.0,co,µg/m³,2025-02-12T00:00:00+07:00
330,"Số 46, phố Lưu Quang Vũ",2020.0,co,µg/m³,2025-02-13T00:00:00+07:00
331,"Số 46, phố Lưu Quang Vũ",1400.0,co,µg/m³,2025-02-14T00:00:00+07:00
332,"Số 46, phố Lưu Quang Vũ",1410.0,co,µg/m³,2025-02-15T00:00:00+07:00
333,"Số 46, phố Lưu Quang Vũ",1150.0,co,µg/m³,2025-02-16T00:00:00+07:00
334,"Số 46, phố Lưu Quang Vũ",1630.0,co,µg/m³,2025-02-17T00:00:00+07:00
335,"Số 46, phố Lưu Quang Vũ",1570.0,co,µg/m³,2025-02-18T00:00:00+07:00
336,"Số 46, phố Lưu Quang Vũ",1870.0,co,µg/m³,2025-02-19T00:00:00+07:00
337,"Số 46, phố Lưu Quang Vũ",2570.0,co,µg/m³,2025-02-20T00:00:00+07:00
338,"Số 46, phố Lưu Quang Vũ",1900.0,co,µg/m³,2025-02-21T00:00:00+07:00
339,"Số 46, phố Lưu Quang Vũ",1870.0,co,µg/m³,2025-02-22T00:00:00+07:00
340,"Số 46, phố Lưu Quang Vũ",1050.0,co,µg/m³,2025-02-23T00:00:00+07:00
341,"Số 46, phố Lưu Quang Vũ",1260.0,co,µg/m³,2025-02-24T00:00:00+07:00
342,"Số 46, phố Lưu Quang Vũ",1230.0,co,µg/m³,2025-02-25T00:00:00+07:00
343,"Số 46, phố Lưu Quang Vũ",1440.0,co,µg/m³,2025-02-26T00:00:00+07:00
344,"Số 46, phố Lưu Quang Vũ",1750.0,co,µg/m³,2025-02-27T00:00:00+07:00
345,"Số 46, phố Lưu Quang Vũ",1090.0,co,µg/m³,2025-02-28T00:00:00+07:00
346,"Số 46, phố Lưu Quang Vũ",963.0,co,µg/m³,2025-03-01T00:00:00+07:00
347,"Số 46, phố Lưu Quang Vũ",885.0,co,µg/m³,2025-03-02T00:00:00+07:00
348,"Số 46, phố Lưu Quang Vũ",2.44,no2,µg/m³,2024-02-19T00:00:00+07:00
349,"Số 46, phố Lưu Quang Vũ",1.58,no2,µg/m³,2024-02-20T00:00:00+07:00
350,"Số 46, phố Lưu Quang Vũ",1.61,no2,µg/m³,2024-02-21T00:00:00+07:00
351,"Số 46, phố Lưu Quang Vũ",1.54,no2,µg/m³,2024-02-22T00:00:00+07:00
352,"Số 46, phố Lưu Quang Vũ",1.57,no2,µg/m³,2024-02-23T00:00:00+07:00
353,"Số 46, phố Lưu Quang Vũ",1.48,no2,µg/m³,2024-02-24T00:00:00+07:00
354,"Số 46, phố Lưu Quang Vũ",1.68,no2,µg/m³,2024-02-25T00:00:00+07:00
355,"Số 46, phố Lưu Quang Vũ",1.77,no2,µg/m³,2024-02-26T00:00:00+07:00
356,"Số 46, phố Lưu Quang Vũ",1.78,no2,µg/m³,2024-02-27T00:00:00+07:00
357,"Số 46, phố Lưu Quang Vũ",8.31,no2,µg/m³,2024-02-28T00:00:00+07:00
358,"Số 46, phố Lưu Quang Vũ",18.8,no2,µg/m³,2024-02-29T00:00:00+07:00
359,"Số 46, phố Lưu Quang Vũ",18.9,no2,µg/m³,2024-03-01T00:00:00+07:00
360,"Số 46, phố Lưu Quang Vũ",19.0,no2,µg/m³,2024-03-02T00:00:00+07:00
361,"Số 46, phố Lưu Quang Vũ",19.1,no2,µg/m³,2024-03-03T00:00:00+07:00
362,"Số 46, phố Lưu Quang Vũ",19.2,no2,µg/m³,2024-03-04T00:00:00+07:00
363,"Số 46, phố Lưu Quang Vũ",19.5,no2,µg/m³,2024-03-05T00:00:00+07:00
364,"Số 46, phố Lưu Quang Vũ",18.8,no2,µg/m³,2024-03-06T00:00:00+07:00
365,"Số 46, phố Lưu Quang Vũ",0.613,no2,µg/m³,2024-03-07T00:00:00+07:00
366,"Số 46, phố Lưu Quang Vũ",1.26,no2,µg/m³,2024-03-08T00:00:00+07:00
367,"Số 46, phố Lưu Quang Vũ",1.28,no2,µg/m³,2024-03-09T00:00:00+07:00
368,"Số 46, phố Lưu Quang Vũ",0.908,no2,µg/m³,2024-03-10T00:00:00+07:00
369,"Số 46, phố Lưu Quang Vũ",1.74,no2,µg/m³,2024-03-11T00:00:00+07:00
370,"Số 46, phố Lưu Quang Vũ",2.37,no2,µg/m³,2024-03-12T00:00:00+07:00
371,"Số 46, phố Lưu Quang Vũ",18.1,no2,µg/m³,2024-03-15T00:00:00+07:00
372,"Số 46, phố Lưu Quang Vũ",17.6,no2,µg/m³,2024-03-16T00:00:00+07:00
373,"Số 46, phố Lưu Quang Vũ",17.3,no2,µg/m³,2024-03-17T00:00:00+07:00
374,"Số 46, phố Lưu Quang Vũ",17.1,no2,µg/m³,2024-03-18T00:00:00+07:00
375,"Số 46, phố Lưu Quang Vũ",18.1,no2,µg/m³,2024-03-19T00:00:00+07:00
376,"Số 46, phố Lưu Quang Vũ",19.6,no2,µg/m³,2024-03-20T00:00:00+07:00
377,"Số 46, phố Lưu Quang Vũ",64.0,no2,µg/m³,2024-04-08T00:00:00+07:00
378,"Số 46, phố Lưu Quang Vũ",51.7,no2,µg/m³,2024-04-09T00:00:00+07:00
379,"Số 46, phố Lưu Quang Vũ",5.64,no2,µg/m³,2024-04-10T00:00:00+07:00
380,"Số 46, phố Lưu Quang Vũ",5.6,no2,µg/m³,2024-04-11T00:00:00+07:00
381,"Số 46, phố Lưu Quang Vũ",5.59,no2,µg/m³,2024-04-12T00:00:00+07:00
382,"Số 46, phố Lưu Quang Vũ",5.64,no2,µg/m³,2024-04-13T00:00:00+07:00
383,"Số 46, phố Lưu Quang Vũ",5.16,no2,µg/m³,2024-04-17T00:00:00+07:00
384,"Số 46, phố Lưu Quang Vũ",5.15,no2,µg/m³,2024-04-18T00:00:00+07:00
385,"Số 46, phố Lưu Quang Vũ",33.3,no2,µg/m³,2024-04-19T00:00:00+07:00
386,"Số 46, phố Lưu Quang Vũ",49.6,no2,µg/m³,2024-04-20T00:00:00+07:00
387,"Số 46, phố Lưu Quang Vũ",38.9,no2,µg/m³,2024-04-26T00:00:00+07:00
388,"Số 46, phố Lưu Quang Vũ",39.2,no2,µg/m³,2024-04-27T00:00:00+07:00
389,"Số 46, phố Lưu Quang Vũ",36.8,no2,µg/m³,2024-04-28T00:00:00+07:00
390,"Số 46, phố Lưu Quang Vũ",36.8,no2,µg/m³,2024-04-29T00:00:00+07:00
391,"Số 46, phố Lưu Quang Vũ",36.9,no2,µg/m³,2024-04-30T00:00:00+07:00
392,"Số 46, phố Lưu Quang Vũ",38.7,no2,µg/m³,2024-05-01T00:00:00+07:00
393,"Số 46, phố Lưu Quang Vũ",41.9,no2,µg/m³,2024-05-02T00:00:00+07:00
394,"Số 46, phố Lưu Quang Vũ",40.1,no2,µg/m³,2024-05-03T00:00:00+07:00
395,"Số 46, phố Lưu Quang Vũ",38.0,no2,µg/m³,2024-05-04T00:00:00+07:00
396,"Số 46, phố Lưu Quang Vũ",39.8,no2,µg/m³,2024-05-05T00:00:00+07:00
397,"Số 46, phố Lưu Quang Vũ",40.9,no2,µg/m³,2024-05-06T00:00:00+07:00
398,"Số 46, phố Lưu Quang Vũ",41.9,no2,µg/m³,2024-05-07T00:00:00+07:00
399,"Số 46, phố Lưu Quang Vũ",38.8,no2,µg/m³,2024-05-08T00:00:00+07:00
400,"Số 46, phố Lưu Quang Vũ",40.4,no2,µg/m³,2024-05-09T00:00:00+07:00
401,"Số 46, phố Lưu Quang Vũ",38.8,no2,µg/m³,2024-05-10T00:00:00+07:00
402,"Số 46, phố Lưu Quang Vũ",39.1,no2,µg/m³,2024-05-11T00:00:00+07:00
403,"Số 46, phố Lưu Quang Vũ",39.8,no2,µg/m³,2024-05-12T00:00:00+07:00
404,"Số 46, phố Lưu Quang Vũ",39.6,no2,µg/m³,2024-05-13T00:00:00+07:00
405,"Số 46, phố Lưu Quang Vũ",39.2,no2,µg/m³,2024-05-14T00:00:00+07:00
406,"Số 46, phố Lưu Quang Vũ",39.8,no2,µg/m³,2024-05-15T00:00:00+07:00
407,"Số 46, phố Lưu Quang Vũ",41.8,no2,µg/m³,2024-05-16T00:00:00+07:00
408,"Số 46, phố Lưu Quang Vũ",39.7,no2,µg/m³,2024-05-17T00:00:00+07:00
409,"Số 46, phố Lưu Quang Vũ",39.3,no2,µg/m³,2024-05-18T00:00:00+07:00
410,"Số 46, phố Lưu Quang Vũ",39.8,no2,µg/m³,2024-05-19T00:00:00+07:00
411,"Số 46, phố Lưu Quang Vũ",41.4,no2,µg/m³,2024-05-20T00:00:00+07:00
412,"Số 46, phố Lưu Quang Vũ",41.6,no2,µg/m³,2024-05-21T00:00:00+07:00
413,"Số 46, phố Lưu Quang Vũ",39.7,no2,µg/m³,2024-05-22T00:00:00+07:00
414,"Số 46, phố Lưu Quang Vũ",40.8,no2,µg/m³,2024-05-23T00:00:00+07:00
415,"Số 46, phố Lưu Quang Vũ",40.9,no2,µg/m³,2024-05-24T00:00:00+07:00
416,"Số 46, phố Lưu Quang Vũ",41.0,no2,µg/m³,2024-05-25T00:00:00+07:00
417,"Số 46, phố Lưu Quang Vũ",40.9,no2,µg/m³,2024-05-26T00:00:00+07:00
418,"Số 46, phố Lưu Quang Vũ",39.5,no2,µg/m³,2024-06-02T00:00:00+07:00
419,"Số 46, phố Lưu Quang Vũ",39.8,no2,µg/m³,2024-06-03T00:00:00+07:00
420,"Số 46, phố Lưu Quang Vũ",41.5,no2,µg/m³,2024-06-04T00:00:00+07:00
421,"Số 46, phố Lưu Quang Vũ",46.2,no2,µg/m³,2024-06-05T00:00:00+07:00
422,"Số 46, phố Lưu Quang Vũ",44.4,no2,µg/m³,2024-06-06T00:00:00+07:00
423,"Số 46, phố Lưu Quang Vũ",40.1,no2,µg/m³,2024-06-07T00:00:00+07:00
424,"Số 46, phố Lưu Quang Vũ",42.0,no2,µg/m³,2024-06-08T00:00:00+07:00
425,"Số 46, phố Lưu Quang Vũ",45.0,no2,µg/m³,2024-06-09T00:00:00+07:00
426,"Số 46, phố Lưu Quang Vũ",41.9,no2,µg/m³,2024-06-10T00:00:00+07:00
427,"Số 46, phố Lưu Quang Vũ",39.1,no2,µg/m³,2024-06-11T00:00:00+07:00
428,"Số 46, phố Lưu Quang Vũ",39.8,no2,µg/m³,2024-06-12T00:00:00+07:00
429,"Số 46, phố Lưu Quang Vũ",41.5,no2,µg/m³,2024-06-13T00:00:00+07:00
430,"Số 46, phố Lưu Quang Vũ",40.9,no2,µg/m³,2024-06-14T00:00:00+07:00
431,"Số 46, phố Lưu Quang Vũ",40.2,no2,µg/m³,2024-06-15T00:00:00+07:00
432,"Số 46, phố Lưu Quang Vũ",39.7,no2,µg/m³,2024-06-16T00:00:00+07:00
433,"Số 46, phố Lưu Quang Vũ",40.9,no2,µg/m³,2024-06-17T00:00:00+07:00
434,"Số 46, phố Lưu Quang Vũ",42.2,no2,µg/m³,2024-06-18T00:00:00+07:00
435,"Số 46, phố Lưu Quang Vũ",41.0,no2,µg/m³,2024-06-19T00:00:00+07:00
436,"Số 46, phố Lưu Quang Vũ",40.4,no2,µg/m³,2024-06-20T00:00:00+07:00
437,"Số 46, phố Lưu Quang Vũ",40.9,no2,µg/m³,2024-06-21T00:00:00+07:00
438,"Số 46, phố Lưu Quang Vũ",40.5,no2,µg/m³,2024-06-22T00:00:00+07:00
439,"Số 46, phố Lưu Quang Vũ",40.7,no2,µg/m³,2024-06-23T00:00:00+07:00
440,"Số 46, phố Lưu Quang Vũ",42.1,no2,µg/m³,2024-06-24T00:00:00+07:00
441,"Số 46, phố Lưu Quang Vũ",47.8,no2,µg/m³,2024-06-25T00:00:00+07:00
442,"Số 46, phố Lưu Quang Vũ",46.4,no2,µg/m³,2024-06-26T00:00:00+07:00
443,"Số 46, phố Lưu Quang Vũ",42.8,no2,µg/m³,2024-06-27T00:00:00+07:00
444,"Số 46, phố Lưu Quang Vũ",43.1,no2,µg/m³,2024-06-28T00:00:00+07:00
445,"Số 46, phố Lưu Quang Vũ",41.7,no2,µg/m³,2024-06-29T00:00:00+07:00
446,"Số 46, phố Lưu Quang Vũ",42.5,no2,µg/m³,2024-06-30T00:00:00+07:00
447,"Số 46, phố Lưu Quang Vũ",42.0,no2,µg/m³,2024-07-01T00:00:00+07:00
448,"Số 46, phố Lưu Quang Vũ",45.2,no2,µg/m³,2024-07-02T00:00:00+07:00
449,"Số 46, phố Lưu Quang Vũ",43.0,no2,µg/m³,2024-07-03T00:00:00+07:00
450,"Số 46, phố Lưu Quang Vũ",41.6,no2,µg/m³,2024-07-04T00:00:00+07:00
451,"Số 46, phố Lưu Quang Vũ",41.6,no2,µg/m³,2024-07-05T00:00:00+07:00
452,"Số 46, phố Lưu Quang Vũ",41.0,no2,µg/m³,2024-07-06T00:00:00+07:00
453,"Số 46, phố Lưu Quang Vũ",41.4,no2,µg/m³,2024-07-07T00:00:00+07:00
454,"Số 46, phố Lưu Quang Vũ",41.1,no2,µg/m³,2024-07-08T00:00:00+07:00
455,"Số 46, phố Lưu Quang Vũ",40.5,no2,µg/m³,2024-07-09T00:00:00+07:00
456,"Số 46, phố Lưu Quang Vũ",39.9,no2,µg/m³,2024-07-10T00:00:00+07:00
457,"Số 46, phố Lưu Quang Vũ",39.9,no2,µg/m³,2024-07-11T00:00:00+07:00
458,"Số 46, phố Lưu Quang Vũ",38.8,no2,µg/m³,2024-07-12T00:00:00+07:00
459,"Số 46, phố Lưu Quang Vũ",38.1,no2,µg/m³,2024-07-13T00:00:00+07:00
460,"Số 46, phố Lưu Quang Vũ",38.0,no2,µg/m³,2024-07-14T00:00:00+07:00
461,"Số 46, phố Lưu Quang Vũ",38.3,no2,µg/m³,2024-07-15T00:00:00+07:00
462,"Số 46, phố Lưu Quang Vũ",37.8,no2,µg/m³,2024-07-16T00:00:00+07:00
463,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-07-17T00:00:00+07:00
464,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-07-18T00:00:00+07:00
465,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-07-19T00:00:00+07:00
466,"Số 46, phố Lưu Quang Vũ",37.8,no2,µg/m³,2024-07-20T00:00:00+07:00
467,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-07-21T00:00:00+07:00
468,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-07-22T00:00:00+07:00
469,"Số 46, phố Lưu Quang Vũ",36.8,no2,µg/m³,2024-07-23T00:00:00+07:00
470,"Số 46, phố Lưu Quang Vũ",36.7,no2,µg/m³,2024-07-24T00:00:00+07:00
471,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-07-25T00:00:00+07:00
472,"Số 46, phố Lưu Quang Vũ",37.8,no2,µg/m³,2024-07-26T00:00:00+07:00
473,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-07-27T00:00:00+07:00
474,"Số 46, phố Lưu Quang Vũ",36.8,no2,µg/m³,2024-07-28T00:00:00+07:00
475,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-07-29T00:00:00+07:00
476,"Số 46, phố Lưu Quang Vũ",37.9,no2,µg/m³,2024-07-30T00:00:00+07:00
477,"Số 46, phố Lưu Quang Vũ",37.3,no2,µg/m³,2024-07-31T00:00:00+07:00
478,"Số 46, phố Lưu Quang Vũ",37.9,no2,µg/m³,2024-08-01T00:00:00+07:00
479,"Số 46, phố Lưu Quang Vũ",38.0,no2,µg/m³,2024-08-02T00:00:00+07:00
480,"Số 46, phố Lưu Quang Vũ",37.3,no2,µg/m³,2024-08-03T00:00:00+07:00
481,"Số 46, phố Lưu Quang Vũ",36.7,no2,µg/m³,2024-08-04T00:00:00+07:00
482,"Số 46, phố Lưu Quang Vũ",37.0,no2,µg/m³,2024-08-05T00:00:00+07:00
483,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-08-06T00:00:00+07:00
484,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-08-07T00:00:00+07:00
485,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-08-08T00:00:00+07:00
486,"Số 46, phố Lưu Quang Vũ",37.1,no2,µg/m³,2024-08-09T00:00:00+07:00
487,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-08-10T00:00:00+07:00
488,"Số 46, phố Lưu Quang Vũ",36.7,no2,µg/m³,2024-08-11T00:00:00+07:00
489,"Số 46, phố Lưu Quang Vũ",37.2,no2,µg/m³,2024-08-12T00:00:00+07:00
490,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-08-14T00:00:00+07:00
491,"Số 46, phố Lưu Quang Vũ",37.2,no2,µg/m³,2024-08-15T00:00:00+07:00
492,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-08-16T00:00:00+07:00
493,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-08-17T00:00:00+07:00
494,"Số 46, phố Lưu Quang Vũ",37.2,no2,µg/m³,2024-08-18T00:00:00+07:00
495,"Số 46, phố Lưu Quang Vũ",39.5,no2,µg/m³,2024-08-19T00:00:00+07:00
496,"Số 46, phố Lưu Quang Vũ",38.9,no2,µg/m³,2024-08-20T00:00:00+07:00
497,"Số 46, phố Lưu Quang Vũ",38.7,no2,µg/m³,2024-08-21T00:00:00+07:00
498,"Số 46, phố Lưu Quang Vũ",36.4,no2,µg/m³,2024-08-22T00:00:00+07:00
499,"Số 46, phố Lưu Quang Vũ",38.5,no2,µg/m³,2024-08-23T00:00:00+07:00
500,"Số 46, phố Lưu Quang Vũ",38.2,no2,µg/m³,2024-08-24T00:00:00+07:00
501,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-08-25T00:00:00+07:00
502,"Số 46, phố Lưu Quang Vũ",37.3,no2,µg/m³,2024-08-26T00:00:00+07:00
503,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-08-27T00:00:00+07:00
504,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-08-28T00:00:00+07:00
505,"Số 46, phố Lưu Quang Vũ",36.8,no2,µg/m³,2024-08-29T00:00:00+07:00
506,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-08-30T00:00:00+07:00
507,"Số 46, phố Lưu Quang Vũ",37.9,no2,µg/m³,2024-08-31T00:00:00+07:00
508,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-09-04T00:00:00+07:00
509,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-09-05T00:00:00+07:00
510,"Số 46, phố Lưu Quang Vũ",37.0,no2,µg/m³,2024-09-06T00:00:00+07:00
511,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-09-09T00:00:00+07:00
512,"Số 46, phố Lưu Quang Vũ",37.6,no2,µg/m³,2024-09-10T00:00:00+07:00
513,"Số 46, phố Lưu Quang Vũ",38.1,no2,µg/m³,2024-09-11T00:00:00+07:00
514,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-09-12T00:00:00+07:00
515,"Số 46, phố Lưu Quang Vũ",37.4,no2,µg/m³,2024-09-13T00:00:00+07:00
516,"Số 46, phố Lưu Quang Vũ",37.3,no2,µg/m³,2024-09-14T00:00:00+07:00
517,"Số 46, phố Lưu Quang Vũ",37.2,no2,µg/m³,2024-09-15T00:00:00+07:00
518,"Số 46, phố Lưu Quang Vũ",38.3,no2,µg/m³,2024-09-16T00:00:00+07:00
519,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-09-17T00:00:00+07:00
520,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-09-18T00:00:00+07:00
521,"Số 46, phố Lưu Quang Vũ",38.4,no2,µg/m³,2024-09-19T00:00:00+07:00
522,"Số 46, phố Lưu Quang Vũ",37.9,no2,µg/m³,2024-09-20T00:00:00+07:00
523,"Số 46, phố Lưu Quang Vũ",37.1,no2,µg/m³,2024-09-21T00:00:00+07:00
524,"Số 46, phố Lưu Quang Vũ",37.7,no2,µg/m³,2024-09-22T00:00:00+07:00
525,"Số 46, phố Lưu Quang Vũ",38.4,no2,µg/m³,2024-09-23T00:00:00+07:00
526,"Số 46, phố Lưu Quang Vũ",38.9,no2,µg/m³,2024-09-24T00:00:00+07:00
527,"Số 46, phố Lưu Quang Vũ",38.8,no2,µg/m³,2024-09-25T00:00:00+07:00
528,"Số 46, phố Lưu Quang Vũ",38.3,no2,µg/m³,2024-09-26T00:00:00+07:00
529,"Số 46, phố Lưu Quang Vũ",37.8,no2,µg/m³,2024-09-27T00:00:00+07:00
530,"Số 46, phố Lưu Quang Vũ",37.5,no2,µg/m³,2024-09-28T00:00:00+07:00
531,"Số 46, phố Lưu Quang Vũ",36.8,no2,µg/m³,2024-09-29T00:00:00+07:00
532,"Số 46, phố Lưu Quang Vũ",37.7,no2,µg/m³,2024-09-30T00:00:00+07:00
533,"Số 46, phố Lưu Quang Vũ",38.1,no2,µg/m³,2024-10-01T00:00:00+07:00
534,"Số 46, phố Lưu Quang Vũ",38.2,no2,µg/m³,2024-10-02T00:00:00+07:00
535,"Số 46, phố Lưu Quang Vũ",39.6,no2,µg/m³,2024-10-03T00:00:00+07:00
536,"Số 46, phố Lưu Quang Vũ",40.2,no2,µg/m³,2024-10-04T00:00:00+07:00
537,"Số 46, phố Lưu Quang Vũ",40.7,no2,µg/m³,2024-10-05T00:00:00+07:00
538,"Số 46, phố Lưu Quang Vũ",40.1,no2,µg/m³,2024-10-06T00:00:00+07:00
539,"Số 46, phố Lưu Quang Vũ",40.1,no2,µg/m³,2024-10-07T00:00:00+07:00
540,"Số 46, phố Lưu Quang Vũ",39.7,no2,µg/m³,2024-10-08T00:00:00+07:00
